season,player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,dribble_att,dribble_success,carries,prog_carry_dist,prog_carries,carries_final_third,carries_pen_area,targets,receptions,through_balls,pressured_passes,switches,crosses,fouls,fouled,recoveries,aerial_duels
1718,Jérôme Gondorf,MF,Werder Bremen,Bundesliga,797,0.11,0.11,0.23,0.11,0.23,0.15,0.08,0.23,0.15,0.23,1.69,0.22,16.6,1.59,0.23,67.7,105.1,0.79,1.46,0.67,0.22,3.26,1.24,26.4,2.25,0.67,1.91,1.12,44.6,1.24,6.52,22.1,17.8,2.92,1.01,33.3,27.4,69.9,3.15,0.67,0.56,42.7,31.5,0.11,6.4,0.67,1.35,2.36,2.7,6.4,3.7
1718,Adrián González,MF,Málaga,La Liga,2340,0.12,0,0.12,0.08,0.08,0.11,0.04,0.15,0.08,0.12,1.12,0.38,19.7,1.48,0.08,78.7,159.3,0.69,3.62,0.38,0.08,3.12,1.27,15.3,1.5,0.81,2.08,0.85,50.5,2.04,10.3,32.4,10.5,1.65,0.62,68.8,32.8,47.7,1.31,0.81,0.08,36.5,31.7,0,8.96,1.96,0.35,1.5,1.15,11,3.93
1718,Álvaro González,DF,Villarreal,La Liga,2899,0,0.06,0.06,0,0.06,0.05,0.01,0.07,0.05,0.07,0.68,0.06,10,0.43,0.09,81.7,306.3,0.19,2.55,0.16,0.06,2.42,1.18,4.04,1.4,1.09,2.27,3.91,53.4,7.02,29.3,25,1.93,0.9,0.06,50,33.2,79,1.58,0.22,0,33.5,32.9,0.03,6.18,1.02,0.12,0.99,0.93,9.32,1.86
1718,Bruno González,DF,Getafe,La Liga,1543,0,0.12,0.12,0,0.12,0.02,0.01,0.03,0.02,0.03,0.23,0,10.5,0.47,0.06,65.4,111.8,0.18,0.41,0.06,0.06,0.82,1.29,6.96,1.11,0.94,2.22,4.39,30.7,5.26,18.5,12,1.05,0.7,0,,11.2,15.9,0.23,0,0,10.8,9.94,0,2.75,0.64,0.12,1.52,0.58,10.3,2.16
1718,Diego González,DF,Málaga,La Liga,1427,0.06,0,0.06,0.06,0.06,0.03,0.05,0.08,0.03,0.08,0.88,0.19,15.5,0.75,0,71.6,175.2,0.44,1.51,0.31,0.13,1.76,1.7,11.9,2.39,0.5,2.2,2.83,44.8,4.97,19.4,20.5,6.6,1.01,0.25,50,21.7,35.6,1.26,0.5,0,22.3,21.4,0,7.17,0.5,0.69,1.64,0.25,10.7,2.52
1718,Fabio González,MF,Las Palmas,La Liga,63,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,,2.77,0,84.1,191.4,1.43,5.71,2.86,0,5.71,2.86,18.6,2.86,0,2.86,2.86,68.6,8.57,18.6,45.7,12.9,0,1.43,100,55.7,151.4,7.14,5.71,0,52.9,44.3,0,10,0,0,1.43,0,14.3,1.43
1718,Giancarlo González,DF,Bologna,Serie A,1857,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0.1,0,4.2,0.1,0,80.2,328.4,0,2.09,0,0,1.8,1.41,7.09,2.14,0.78,2.18,7.04,60.4,8.54,37.7,25.9,1.21,0.29,0.39,75,33.8,110.1,1.8,0.19,0,34.5,34.3,0,7.62,2.72,0,0.73,0.24,10.9,4.03
1718,Mario González,FW,Villarreal,La Liga,20,0,0,0,0,0,0.3,0.8,1.1,0.3,1.1,5,0,5,5.63,0,57.1,85,5,0,5,0,5,0,15,5,0,0,0,50,0,0,15,35,10,5,100,30,105,10,0,0,60,35,0,10,0,5,0,0,5,5
1718,Georges Gope-Fenepej,MF,Amiens,Ligue 1,47,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,,6.14,0,61.9,144,2,4,4,0,4,0,4,0,0,0,0,54,0,2,24,38,0,8,50,48,110,8,6,0,56,46,0,4,2,0,2,0,2,2
1718,Leon Goretzka,MF,Schalke 04,Bundesliga,1982,0.18,0.09,0.27,0.14,0.23,0.24,0.05,0.29,0.2,0.26,2.05,0.77,18.3,1.95,0.18,78.8,126.1,0.73,2.36,0.82,0.18,3.18,2.05,18.5,1.86,1.09,3.14,1.55,52.4,1.5,10.4,33,13.3,2.59,1.18,53.8,34.5,119.5,4.68,2.05,0.32,39.3,33.5,0.09,6.45,0.95,1,1.55,2.5,10.2,2.41
1718,Mathieu Gorgelin,GK,Lyon,Ligue 1,360,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,66.7,142.8,0,0,0,0,0,0,0,0,0,0,0,21,16.5,21,0,0,0,0,,10.5,25.8,0,0,0,8.25,8.25,0,2.25,0.5,0,0,0.5,3.5,0
1718,Andoni Gorosabel,DF,Real Sociedad,La Liga,76,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,83,196.3,0,6.25,1.25,0,2.5,6.25,16.3,5,1.25,7.5,0,73.8,0,17.5,40,22.5,0,0,,47.5,91.3,6.25,5,0,50,41.3,0,6.25,1.25,2.5,1.25,1.25,12.5,0
1718,Robin Gosens,DF,Atalanta,Serie A,1451,0.06,0.12,0.19,0.06,0.19,0.04,0.11,0.15,0.04,0.15,0.68,0.06,18.5,2.29,0.12,78.4,283,0.93,3.48,1.24,0.25,5.84,3.73,16.5,2.11,1.18,4.91,2.3,65.5,3.04,16.9,30.4,22,1.93,1.24,55,41.2,119.9,5.28,2.05,0.37,45,40.9,0,8.94,0.56,1.86,1.24,1.06,7.45,1.05
1718,Dan Gosling,MF,Bournemouth,Premier League,1947,0.09,0.05,0.14,0.09,0.14,0.11,0.04,0.15,0.11,0.15,1.02,0.37,15.1,1.76,0.05,78,190.3,0.69,3.98,0.65,0.09,4.95,2.08,23.2,2.41,0.97,3.06,1.53,60.8,2.96,15.6,35.2,12.4,1.2,0.79,82.4,34.7,75,3.15,0.65,0.09,38.6,34.5,0.05,11.2,1.3,0.28,1.76,1.16,15.4,3.38
1718,Mario Götze,MF,Dortmund,Bundesliga,1601,0.11,0.17,0.28,0.11,0.28,0.09,0.29,0.37,0.09,0.37,1.24,0.39,17.7,3.64,0.22,79.2,192.1,2.08,3.48,2.3,0.22,5.45,2.53,23.8,0.9,0.28,2.81,0.39,69,0.79,7.87,34.6,30.6,3.65,2.87,56.9,52.9,119.4,7.08,2.02,0.67,61.5,51.5,0.28,8.37,0.84,1.46,1.4,1.63,9.78,1.51
1718,Mohamed Gouaida,MF,Hamburger SV,Bundesliga,58,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,77.8,41.7,0,0,0,0,0,3.33,15,5,1.67,5,3.33,61.7,6.67,10,36.7,15,3.33,1.67,0,41.7,26.7,1.67,0,0,53.3,38.3,0,6.67,0,1.67,0,3.33,8.33,5
1718,Prince-Désir Gouano,DF,Amiens,Ligue 1,2749,0,0,0,0,0,0.02,0,0.03,0.02,0.03,0.23,0.03,8.3,0.23,0.03,78.5,222.8,0.1,0.85,0.07,0.03,1.54,1.48,6.82,2.33,1.77,3.25,4.52,45.9,7.28,32.3,14.6,1.05,0.33,0.2,83.3,23.8,48.5,0.52,0.1,0,21.9,21.3,0,5.38,0.49,0.07,0.85,0.85,11.1,2.46
1718,Lemouya Goudiaby,DF,Metz,Ligue 1,84,0,0,0,0,0,0,0,0,0,0,0,0,,1.06,0,75,268.9,0,1.11,1.11,0,4.44,0,31.1,3.33,2.22,2.22,2.22,58.9,3.33,16.7,22.2,22.2,0,5.56,40,31.1,41.1,2.22,1.11,0,27.8,27.8,0,2.22,0,8.89,1.11,2.22,5.56,0
1718,Amine Gouiri,FW,Lyon,Ligue 1,83,0,0,0,0,0,0.22,0.09,0.32,0.22,0.32,3.33,2.22,15.4,2.37,0,82.4,44.4,1.11,1.11,0,0,2.22,2.22,17.8,2.22,1.11,3.33,0,38.9,0,6.67,13.3,18.9,5.56,4.44,25,27.8,96.7,5.56,0,2.22,40,30,0,0,1.11,0,1.11,1.11,1.11,1.11
1718,Yoann Gourcuff,MF,Rennes,Ligue 1,425,0.21,0.21,0.42,0.21,0.42,0.09,0.18,0.27,0.09,0.27,1.7,0.64,18.8,3.17,0.63,86.4,130.2,1.06,2.98,0.85,0.43,2.77,0.85,11.1,0.43,0.64,1.49,0,51.9,0,4.89,31.1,20.4,2.13,1.28,83.3,38.9,90.9,5.11,1.7,0.21,46.6,39.6,0,10,0,1.7,0.64,1.28,5.74,0.42
1718,Jeffrey Gouweleeuw,DF,Augsburg,Bundesliga,2385,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,0.57,0.08,13.3,0.68,0,77.5,366.3,0.3,4.19,0.34,0.08,3.85,1.77,10.2,1.66,1.51,3.28,5.06,55.3,5.43,29.4,26,3.09,0.98,0.57,80,32.8,100.3,2.49,0.49,0.08,31.4,30.4,0,5.89,1.55,0.26,1.17,0.34,12.1,3.55
1718,Julio Gracia,FW,Betis,La Liga,24,0,0,0,0,0,0.16,0,0.16,0.16,0.16,3.33,0,21.6,0,0,81,190,0,0,0,0,0,0,33.3,0,3.33,3.33,0,76.7,0,6.67,50,23.3,3.33,0,,56.7,133.3,3.33,0,3.33,60,46.7,0,23.3,0,0,0,0,13.3,3.33
1718,Max Gradel,FW,Toulouse,Ligue 1,2415,0.3,0.11,0.41,0.15,0.26,0.31,0.16,0.47,0.17,0.33,2.46,0.82,19.9,3.35,0.15,55.6,161.6,1.64,1.98,1.27,0.6,2.91,1.72,15.4,1.9,0.63,2.35,0.49,53.4,1.23,7.65,18,32.7,5.22,5,55.2,38.4,151,7.91,2.2,1.57,46.3,34.4,0.07,8.66,2.13,5.04,1.46,1.79,7.57,0.97
1718,Samuel Grandsir,FW,Troyes,Ligue 1,2604,0.1,0.14,0.24,0.1,0.24,0.13,0.12,0.26,0.13,0.26,1.63,0.73,16.2,2.73,0.31,69.7,111.1,1.21,1.76,1.11,0.42,3.11,1.97,22.4,1.21,0.76,2.73,0.17,47.9,0.93,11,19.7,22.9,2.94,4.33,54.4,38,159.3,7.3,2.6,0.87,43.4,33.4,0.03,8.06,1.07,2.39,1.8,1.56,7.2,0.9
1718,Álex Granell,MF,Girona,La Liga,2841,0.03,0.16,0.19,0.03,0.19,0.09,0.18,0.27,0.06,0.25,1.3,0.22,27.5,3.82,0.47,74.5,324.2,2.37,5.89,0.95,0.25,5.82,2.22,21.3,1.99,1.01,3.23,0.85,68.4,2.03,12.7,41.5,18.4,0.7,1.55,85.7,44.8,96.7,4.43,1.42,0.22,42.4,40.3,0,11.7,4.11,2.28,2.09,1.23,12,1.2
1718,Esteban Granero,MF,Espanyol,La Liga,1237,0.07,0.22,0.29,0.07,0.29,0.05,0.1,0.15,0.05,0.15,0.95,0.15,23.5,2.36,0.22,80.7,222.3,1.39,4.38,0.95,0.44,4.01,2.04,25.8,2.19,0.95,2.99,0.88,65.3,1.68,13.2,36.4,20.7,1.09,1.53,81,45.5,91.5,4.01,1.82,0.07,45.8,41.3,0.07,8.83,1.97,1.61,1.31,1.61,9.78,2.27
1718,Lee Grant,GK,Stoke City,Premier League,270,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,63.4,473.7,0,1,0,0,0,0,0,0,0,0,0,26.7,21,26.7,0,0,0,0,,14.3,38.3,0,0,0,10.3,10,0,1.67,0,0,0,0,3.67,0
1718,Alberto Grassi,MF,SPAL,Serie A,2253,0.12,0,0.12,0.12,0.12,0.15,0.02,0.17,0.15,0.17,1.56,0.52,16.4,1.55,0.24,82.2,103.3,0.28,2.04,0.48,0.08,2.36,1.72,13.1,1.72,1.36,3.08,1.6,45.2,2.12,9.92,25.3,12.8,2.12,1.24,64.5,29,61.4,2.64,1.08,0.28,31.6,26.8,0.04,6.08,0.48,0.36,0.92,2.88,10.3,3.32
1718,Andrew Gravillon,DF,Benevento,Serie A,82,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,69,236.7,0,2.22,0,0,1.11,5.56,20,2.22,1.11,6.67,7.78,46.7,10,30,16.7,0,0,0,,17.8,20,0,0,0,14.4,14.4,0,5.56,0,0,2.22,2.22,12.2,4.44
1718,Andre Gray,FW,Watford,Premier League,1498,0.3,0.12,0.42,0.3,0.42,0.38,0.1,0.48,0.38,0.48,2.11,0.78,11.8,1.32,0.18,70.6,27.7,0.84,0.84,0.36,0,0.96,0,11.2,0.9,0.18,0.18,0.12,28.1,0.24,1.08,10.7,17.4,5.36,1.02,35.3,17.7,21.7,1.51,0.18,0.48,38,21.1,0,4.94,0.24,0.66,0.66,0.3,3.13,1.62
1718,Demarai Gray,MF,Leicester City,Premier League,1697,0.16,0.05,0.21,0.16,0.21,0.11,0.17,0.28,0.11,0.28,1.9,0.48,20.7,2.71,0.53,70.7,88.4,1.43,1.43,0.85,0.37,1.43,0.85,11.6,2.06,0.53,1.38,0.37,46.2,0.74,6.4,20.4,24.6,3.49,2.86,61.1,35.2,138.3,6.72,2.17,1.38,40.6,31.7,0,8.15,1.69,3.33,0.37,1.59,6.67,0.53
1718,Michael Gregoritsch,MF,Augsburg,Bundesliga,2527,0.46,0.11,0.57,0.43,0.53,0.36,0.08,0.44,0.34,0.41,3.17,1.21,17.5,2.27,0.39,68.5,83.6,0.71,2.24,0.39,0.11,2.6,0.75,18.8,1.03,0.43,1.17,2.03,40.7,1.99,5.3,21.7,16.1,4.38,1.35,52.6,23,51.3,2.49,1.03,0.43,41.4,27.6,0.04,7.22,0.82,0.43,0.78,1.25,6.41,6.12
1718,Clément Grenier,MF,Guingamp,Ligue 1,1209,0.37,0.22,0.6,0.22,0.45,0.26,0.19,0.45,0.14,0.34,10,0,20.9,22.5,0,67.8,253,2.54,5.3,1.19,0.22,5.97,1.49,20.2,1.34,0.82,2.31,1.04,80,0,10,60,10,0,0,,60,110,10,0,0,50,50,0,0,10,0,1.49,1.19,7.69,1.27
1718,Clément Grenier,MF,Lyon,Ligue 1,5,0,0,0,0,0,2.31,0,2.31,2.31,2.31,1.79,0.6,27.9,3.94,0.37,42.9,120,0,0,0,0,10,10,10,0,0,10,0,66.9,1.12,7.99,35.7,28.1,1.34,2.31,61.3,44.6,114.4,4.7,1.57,0.07,50.7,43.9,0,15.7,2.91,3.36,10,20,0,0
1718,Anto Grgić,MF,Stuttgart,Bundesliga,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,220,0,10,0,0,10,0,0,0,0,0,0,110,0,20,100,20,0,0,,110,330,10,10,0,80,80,0,10,10,0,0,0,30,0
1718,Antoine Griezmann,FW,Atlético Madrid,La Liga,2509,0.68,0.32,1,0.61,0.93,0.45,0.19,0.64,0.4,0.59,2.62,1.36,16.6,3.27,0.68,76.3,133.8,1.54,2.54,1.4,0.04,3.73,1.08,22,0.9,0.5,1.58,0.25,47.8,0.65,5.7,23.1,23.1,4.3,1.86,63.5,38.4,88.8,4.05,2.11,0.82,51.8,36.1,0.04,7.71,1.22,0.82,0.79,1.58,5.59,1.36
1718,Vincenzo Grifo,MF,M'Gladbach,Bundesliga,786,0,0.34,0.34,0,0.34,0.1,0.33,0.43,0.1,0.43,1.38,0.69,20,4.05,0.69,72.6,224.5,2.53,2.07,2.18,0.46,6.21,0.8,14.3,1.15,0.69,1.49,0.69,57.4,0.92,8.16,28.5,25.3,4.48,3.45,60,43.1,114.5,7.36,2.3,1.61,47.1,38.2,0.46,10.2,1.84,2.53,0.23,0.8,9.43,1.26
1718,Florian Grillitsch,MF,Hoffenheim,Bundesliga,1888,0.05,0.1,0.14,0.05,0.14,0.06,0.08,0.14,0.06,0.14,0.86,0.29,22.4,2.33,0.19,82.2,230.4,1.19,4.29,0.71,0.1,5.05,3.24,23.4,1.71,1.33,4.57,2.24,61.5,2.57,14.4,40.9,10.8,1.05,1.57,78.8,37.7,109.1,4.67,1.57,0.19,39.3,36.8,0.19,8.57,1.52,0.43,1.38,2.05,13.8,3.19
1718,Jérémy Grimm,MF,Strasbourg,Ligue 1,811,0.11,0,0.11,0.11,0.11,0.05,0.02,0.07,0.05,0.07,1.44,0.33,23,2.04,0.11,77.4,198.7,0.67,3.56,0.44,0,4.11,2.78,12.7,2.11,2.11,4.89,1.33,52.4,4.89,17.1,27.8,10.2,1.33,0.22,50,29.7,68.2,2.89,0.89,0.11,31,28.2,0,5.56,1.22,0.44,1.89,1.67,13.1,1.44
1718,Pascal Groß,MF,Brighton,Premier League,2928,0.22,0.25,0.46,0.18,0.43,0.1,0.18,0.27,0.08,0.25,1.32,0.58,20.8,3.57,0.43,68.4,175.8,2.31,2.71,1.32,0.62,2.68,1.14,24.5,1.11,0.31,1.45,0.49,52.2,0.83,6.95,22.3,25.8,2.28,0.68,72.7,33.2,70,3.35,1.45,0.28,45,34.6,0.09,8.65,3.05,3.35,1.02,0.62,6.95,1.04
1718,Marko Grujić,MF,Liverpool,Premier League,16,0,0,0,0,0,0,0.12,0.12,0,0.12,0,0,,6.92,0,81.3,355,5,5,0,0,5,10,45,0,0,10,0,95,0,10,70,20,5,0,,70,260,5,0,0,70,60,0,25,0,0,0,0,20,5
1718,Vicente Guaita,GK,Getafe,La Liga,2970,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.06,0,41.8,411,0.03,1.09,0.03,0,0,0,0,0,0,0,0,29.9,25,29.8,0.06,0,0,0,,13.4,62,0,0,0,8.3,8.18,0,2.3,0.48,0,0,0.15,6.06,0
1718,Andrés Guardado,MF,Betis,La Liga,2270,0.08,0.32,0.4,0.04,0.36,0.11,0.17,0.28,0.08,0.25,1.27,0.32,25.5,2.94,0.56,82.8,242.1,1.63,5.2,1.19,0.36,4.84,1.35,20.9,1.31,0.71,2.06,0.91,70.5,1.67,13.7,42.9,19.3,1.11,0.95,79.2,54.7,143.6,5.4,1.79,0.08,55.3,51.2,0.16,10,2.86,1.59,1.23,1.55,8.21,0.8
1718,Karim Guédé,FW,Freiburg,Bundesliga,60,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,45.5,0,0,0,0,0,0,1.43,38.6,1.43,0,1.43,1.43,25.7,4.29,7.14,10,11.4,0,1.43,100,17.1,27.1,1.43,1.43,0,45.7,20,0,2.86,0,0,1.43,2.86,1.43,2.86
1718,Gonçalo Guedes,MF,Valencia,La Liga,2435,0.18,0.26,0.44,0.18,0.44,0.15,0.23,0.39,0.15,0.39,0,0,,0,0,76.5,154.4,1.7,2.32,2.66,0.41,4.8,1.18,18.2,1.11,0.26,1.44,0.15,30,0,0,10,20,0,20,50,40,170,0,0,0,30,30,0,0,0,0,1.4,2.66,6.31,0.66
1718,Gonçalo Guedes,FW,Paris S-G,Ligue 1,5,0,0,0,0,0,0,0,0,0,0,2.21,0.81,22.3,4.02,0.74,100,0,0,0,0,0,0,0,0,0,0,0,0,49.4,0.59,6.75,22.5,26.3,4.1,4.21,66.7,44.5,185.4,8.86,3.32,1.29,45.9,37,0.11,7.86,1.14,2.21,0,0,0,0
1718,Ramiro Guerra,MF,Villarreal,La Liga,74,0,0,0,0,0,0,0.16,0.16,0,0.16,0,0,,1.34,0,77.4,121.3,1.25,1.25,1.25,1.25,1.25,2.5,15,3.75,0,2.5,1.25,52.5,0,17.5,30,7.5,0,0,,35,53.8,1.25,0,0,33.8,32.5,0,5,0,1.25,1.25,2.5,12.5,0
1718,Raphaël Guerreiro,DF,Dortmund,Bundesliga,547,0.16,0.16,0.33,0.16,0.33,0.16,0.14,0.3,0.16,0.3,1.48,0.82,17.5,2.31,0.49,82.6,272.5,1.48,2.62,1.15,0.33,5.08,1.15,15.4,0.66,1.15,2.3,1.64,80,1.64,10.8,40,33.1,3.61,3.77,60.9,59.7,118,7.05,1.64,0.33,63.6,56.4,0.49,13.8,0.66,1.97,0.33,1.31,8.2,1.64
1718,Francis Guerrero,DF,Betis,La Liga,992,0.09,0,0.09,0.09,0.09,0.02,0.06,0.08,0.02,0.08,0.36,0.09,19.5,1,0,75.9,216.9,0.73,1.91,1,0.36,2.82,2.82,18.6,2.27,1.64,4.45,1,66.6,3.82,19,27.9,24.4,1.73,2.36,69.2,46.9,117.3,5.55,1.91,0.36,47.7,42.2,0,7.27,0.64,2.18,1.73,2.45,8.64,1.64
1718,John Guidetti,FW,Alavés,La Liga,1210,0.22,0.15,0.37,0.22,0.37,0.25,0.15,0.4,0.25,0.4,3.85,3.08,13.7,5.05,0,65.8,72.9,0.97,1.87,0.52,0.07,2.09,0.45,20.7,0.97,0.3,0.75,0.3,41.5,0,3.08,14.6,26.2,10,1.54,100,34.6,33.8,1.54,0,0.77,50,37.7,0,6.15,0,0.77,1.87,1.19,4.7,3.28
1718,John Guidetti,FW,Celta Vigo,La Liga,119,0,0,0,0,0,0.59,0.34,0.93,0.59,0.93,2.16,0.9,17.4,2.19,0.51,73.7,130,1.54,3.08,0.77,0,2.31,0,13.8,0,0,0,0,35.2,0.75,3.21,17.8,16.3,3.96,1.42,68.4,24.6,42.1,2.16,0.75,0.6,45.7,26.2,0,6.72,0.52,0.97,1.54,0,3.08,2.31
1718,Josuha Guilavogui,MF,Wolfsburg,Bundesliga,2404,0.11,0.07,0.19,0.11,0.19,0.08,0.07,0.15,0.08,0.15,0.82,0.26,18,1.5,0.15,84.7,227.2,0.67,4.61,0.49,0.07,4.57,2.66,15.5,1.31,1.76,4.42,2.7,62.3,3.22,17,39.2,8.73,0.9,0.9,62.5,39.7,69.8,2.66,0.82,0.07,43.2,39.3,0.11,7.87,1.69,0.37,1.61,0.82,12.6,2.48
1718,Frederic Guilbert,DF,Caen,Ligue 1,3240,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.05,0.03,0.05,0.39,0.08,22.2,1.22,0.14,67.6,239.9,0.39,1.97,0.89,0.69,2.56,3.5,17.3,1.97,2.47,5.97,2.31,54.8,3,17.9,23.9,16.6,0.44,1.25,55.6,24.7,77.3,3.22,1.56,0.08,26.8,23.4,0.03,5.78,1.61,2.64,1.56,1.03,11.1,1.83
1718,Guilherme,MF,La Coruña,La Liga,2637,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,1.24,0.29,15.8,2.86,0.67,83.4,211.9,0.55,3.52,0.27,0.07,3.82,2.08,20,1.26,1.3,3.38,1.5,48.5,0.29,5.9,24.8,21,2.19,2.76,75.9,35.8,90.1,4.1,1.43,0.38,45.2,35.1,0.1,6.29,0.86,0.95,1.91,1.54,11.4,1.3
1718,Guilherme,MF,Benevento,Serie A,944,0.19,0.19,0.38,0.19,0.38,0.16,0.08,0.24,0.16,0.24,1.37,0.07,24.4,1.46,0.03,81.3,105.7,1.71,2.29,0.95,0.1,2.86,2.19,21.9,1.52,0.1,2.29,0.19,57.4,2.63,14.7,36.5,9.08,0.78,1.19,74.3,39.2,75.9,2.83,0.75,0.03,37.4,35.3,0.03,8.53,1.88,0.48,2.19,2,4.76,2.19
1718,Baptiste Guillaume,FW,Angers,Ligue 1,458,0.2,0.2,0.39,0.2,0.39,0.37,0.13,0.51,0.37,0.51,1.57,0.78,10.4,1.41,0.2,58.1,33.7,0.59,0.59,0.59,0,1.18,0.59,14.9,0.78,0.39,0.98,0.39,28.2,0.59,1.57,13.3,15.5,4.12,0.78,0,15.5,37.8,2.55,0.98,0.39,36.5,21,0,2.94,0,0.39,2.75,1.18,2.94,2.74
1718,Sehrou Guirassy,FW,Köln,Bundesliga,851,0.42,0,0.42,0.21,0.21,0.72,0.08,0.8,0.56,0.64,3.16,0.95,13,2.55,0.32,72.5,65.5,0.84,1.68,0.42,0.11,2.63,0.42,14.2,1.37,0,0.42,0.74,44.1,1.05,3.58,21.8,20.7,5.37,1.68,31.3,28.4,49.7,2.84,0.74,0.63,59.5,35.1,0,8.95,0.32,0.11,2,3.37,4.11,8.42
1718,Péter Gulácsi,GK,RB Leipzig,Bundesliga,2970,0,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.06,68.4,527.8,0.03,0.58,0.03,0.03,0,0,0.03,0,0.03,0.03,0.12,35.4,28.6,35.1,0.36,0.03,0,0,,18.4,41.3,0,0,0,16.5,16.3,0,1.85,0.85,0.03,0,0.06,5.15,0
1718,Manuel Gulde,DF,Freiburg,Bundesliga,1530,0.06,0,0.06,0.06,0.06,0.06,0,0.06,0.06,0.06,0.47,0.18,8.1,0.06,0,85.3,223.2,0.06,2.35,0.41,0.06,3,0.82,7.24,1.71,0.41,1.24,6.94,55.5,7.53,35.1,22.7,2.47,0.53,0.06,100,33.2,124.5,2.53,0.41,0.06,35.5,34.8,0,8.53,0.71,0.24,0.35,0.47,9.65,4.71
1718,Gerard Gumbau,MF,Leganés,La Liga,1441,0.06,0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,0.94,0.38,25.4,0.76,0.06,77.5,167.8,0.19,3.69,0.13,0,3,1.63,20.2,1.38,0.75,2.38,1.31,40.4,2.38,11.9,25.5,5.44,0.5,0.5,87.5,27.4,50.5,1.75,1.13,0.13,26.1,24,0,5.88,1.94,0,2.44,0.44,9.13,1.25
1718,İlkay Gündoğan,MF,Manchester City,Premier League,1517,0.24,0.06,0.3,0.18,0.24,0.22,0.11,0.33,0.17,0.28,2.01,0.59,18.8,3.46,0.54,91.2,276.7,1.18,6.63,1.89,0,6.86,1.36,11,1.18,0.95,2.31,0.47,92.6,1.24,13,56.6,30.5,3.55,1.6,59.3,66.4,175.7,8.82,3.43,0.41,80.9,75.7,0,9.53,0.71,0.41,0.83,1.12,7.63,0.53
1718,Christian Günter,DF,Freiburg,Bundesliga,3060,0.03,0.12,0.15,0.03,0.15,0.06,0.12,0.17,0.03,0.15,0.74,0.24,23.8,2.53,0.26,71.2,319.4,1.38,2.47,1.65,0.85,4.35,1.47,13,1.82,0.32,1.79,2.15,60.6,2.71,15,29.2,20.9,1.03,1.82,54.8,35.1,110.6,5.71,2.59,0.65,36.2,32.9,0.06,8.68,1.71,2.88,0.71,0.76,7.68,1.17
1718,Jon Guridi,MF,Real Sociedad,La Liga,55,0,0,0,0,0,0,0,0,0,0,0,0,,3.6,0,85,103.3,0,1.67,1.67,0,5,1.67,30,1.67,1.67,3.33,0,41.7,1.67,5,20,20,1.67,0,,28.3,68.3,5,1.67,0,31.7,23.3,0,5,0,0,0,1.67,8.33,0
1718,Régis Gurtner,GK,Amiens,Ligue 1,3330,0,0,0,0,0,0,0,0,0,0,0,0,,0.08,0,50.3,431.4,0,0.73,0,0,0,0,0,0,0,0,0.05,33.1,29,32.9,0.19,0.03,0,0.05,100,13.6,53.8,0,0,0,9.97,9.97,0,2.95,0.62,0,0.08,0.24,5.3,0
1718,Samuel Gustafson,MF,Torino,Serie A,77,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,69.7,144.4,0,1.11,0,0,1.11,4.44,33.3,1.11,1.11,5.56,0,51.1,2.22,11.1,33.3,8.89,0,2.22,100,26.7,71.1,1.11,0,0,34.4,32.2,0,6.67,2.22,1.11,3.33,0,11.1,1.11
1718,Luiz Gustavo,MF,Marseille,Ligue 1,3019,0.15,0.06,0.21,0.15,0.21,0.1,0.03,0.13,0.1,0.13,1.7,0.66,22.9,1.67,0.24,88.9,276.6,0.48,5.13,0.69,0.15,4.87,2.24,14.1,1.37,1.28,3.52,1.1,67.1,2.51,23.7,39.2,10.2,1.07,0.87,86.2,48.4,154.3,4.72,1.34,0.03,48.2,46.5,0.06,9.04,1.97,0.45,1.76,1.19,10.6,0.69
1718,Alejandro Gutiérrez Mozo,MF,Leganés,La Liga,45,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,87.5,114,0,2,0,0,0,4,32,0,4,8,0,42,4,12,28,6,0,2,100,32,164,4,0,0,24,22,0,8,0,0,4,,10,0
